#N E pmin p1min pmax wmin wmax wave
13794 138274 5.7732e-15 5.7732e-15 1 0 2147483654.09117 916308.646743488
#nodeindex nodename nodeweight
837 GRAMD1B 0.017381
838 THSD7A 0.0015436
839 IL20 0.0017067
840 LMOD2 0.0094379
841 FCHO2 0.00057531
842 ATG5 0.0041525
843 DLGAP3 0.0031562
844 GTF2H4 0.00040571
845 IPO13 0.017705
846 CRYBB2 0.0055804
847 ERBB4 2.8635e-09
848 PIAS2 7.0056e-05
849 TJP2 0.0028644
850 IL21 4.4755e-07
851 RFX5 0.017919
852 PIGV 0.014521
853 HCRT 1.2707e-13
854 BRSK2 0.018001
855 CCT3 0.00043534
856 TYK2 5e-10
857 TMEM161A 0.018059
858 CD3E 5.7732e-15
859 UTP23 0.00040571
860 NAA16 6.4888e-05
861 ATP6V1G3 0.00020061
862 NEU4 4.0891e-10
863 LCN15 0.018151
864 CIPC 0.018154
865 SLC39A9 3.2956e-06
866 CXXC5 0.010079
867 TRAPPC6B 0.0010822
868 NCOR2 2.4652e-06
869 KTN1 0.018412
870 LRAT 0.018463
871 JAK3 5e-10
872 TNNI3 0.0034457
873 PDE7B 0.00040112
874 ZBED9 0.018646
875 ANAPC2 9.7504e-06
876 PNPLA2 0.014048
877 SLC25A19 0.018718
878 KLHL25 0.018735
879 SPDEF 0.0088106
880 TYMP 0.014943
881 LEMD2 0.0016572
882 GRIN3B 0.0041346
883 TCAP 0.0034457
884 YAF2 0.0017619
885 CCND3 9.7504e-06
886 MRPL14 0.0053313
887 BNIPL 3.5556e-05
888 TNNI1 0.018608
889 PIN1 0.0035874
890 CBX6 0.0059
891 MOB4 0.015021
892 KLHL29 0.019341
893 MECOM 0.00017999
894 PPY 0.0079246
895 PCTP 0.010682
896 ANO4 0.019591
897 SSTR3 0.0022009
898 DHX33 0.0017144
899 SRP9 2.9e-09
900 TRIP11 0.0022904
901 CS 0.00046322
902 PFN1 7.8734e-06
903 YBX1 3.2135e-06
904 LRIG2 0.019837
905 TPBG 0.01997
906 GFM1 2.9e-09
907 OR2H1 0.020067
908 AP1M2 0.020083
909 GLI1 0.00013491
910 SAP30L 0.018399
911 NICN1 0.020151
912 MED13L 0.020237
913 ASXL1 3.1495e-05
914 ZNF483 0.020275
915 ABCF1 0.0060509
916 KRTAP10-5 0.020338
917 CCDC24 0.0060777
918 VHL 0.00078862
919 PDC 0.020535
920 RNF139 0.00040364
921 KIN 0.020717
922 UBE2N 1.2167e-06
923 SLC7A11 0.02093
924 GRWD1 2.9e-09
925 PAIP2B 0.020959
926 TSNAX 0.021149
927 HAVCR2 2.4652e-06
928 FLNC 8.5725e-05
929 GPR149 0.021225
930 INPP5E 0.0058284
931 SLC7A10 0.021302
932 SPPL2A 0.021325
933 GK5 0.021387
934 HIVEP3 0.0050334
935 RNF7 9.5784e-05
936 HPSE2 3.4506e-05
937 SPOP 0.0098402
938 BCL2L12 0.021558
939 SIK1 0.0031973
940 LMBRD1 0.0070918
941 ZIC1 0.021664
942 VWC2L 0.021678
943 SLC38A4 0.021828
944 APOL1 0.00018872
945 NELFE 7.6778e-05
946 BMP2K 0.00032628
947 SNAPC3 0.0088581
948 PLIN3 0.0022774
949 COL16A1 0.015525
950 CCNJ 9.7504e-06
951 SPATA19 0.022286
952 CRY2 0.0024999
953 KBTBD13 0.022338
954 RTP3 0.012716
955 GAD2 0.00033122
956 ATP8A2 0.022435
